ASO Short Description ,Exp,Unnamed: 2,Unnamed: 3,ID,N1,N2,N3,N4,N5,N6
KQ2119_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2119_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2119_L19_6-08-5_3uM_P45,3.6695812189589705,,,,,,,,,
KQ2119_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2119_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2119_L19_6-08-5_3uM_P45,2.3565260565011314,,,,,,,,,
KQ2119_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2119_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2120_L20_6-08-6_10uM_P45,0.9474495362366284,,,,,,,,,
KQ2120_L20_6-08-6_10uM_P45,,,,,,,,,,
KQ2120_L20_6-08-6_10uM_P45,,,,,,,,,,
KQ2120_L20_6-08-6_10uM_P45,1.408122596185065,,,,,,,,,
KQ2120_L20_6-08-6_10uM_P45,,,,,,,,,,
KQ2120_L20_6-08-6_10uM_P45,,,,,,,,,,
KQ2120_L20_6-08-6_3uM_P45,1.001505241682493,,,,,,,,,
KQ2120_L20_6-08-6_3uM_P45,,,,,,,,,,
KQ2120_L20_6-08-6_3uM_P45,,,,,,,,,,
KQ2120_L20_6-08-6_3uM_P45,0.8687111402871671,,,,,,,,,
KQ2120_L20_6-08-6_3uM_P45,,,,,,,,,,
KQ2120_L20_6-08-6_3uM_P45,,,,,,,,,,
