Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt,Exp,Exp_std,Exp_zscore,Test plate #,Avg_plate,Min_plate,Max_plate
ASO457-480_WT_20210622,E18,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,8.419181980458102,0.0332221875621208,0.977235252107433,0.18733880356540375,1.139408157504481,39.0,,,
ASO457-480_MT_20210622,E13,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,9.815848430875697,1.7012092243078865,0.3075282342130576,0.021777560092714632,0.7716837945655226,39.0,,,
ASO457-480_MT_20210622,E14,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,9.813649007511195,1.6990098009433847,0.30799742597496593,0.021777560092714632,0.7696338563176951,39.0,,,
ASO457-480_MT_20210622,E15,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,10.0033665130703,1.8887273065024903,0.27004517819078067,0.021777560092714632,0.9354504171357991,39.0,,,
ASO457-480_MT_20210622,E16,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,8.417653116134598,0.3030139095667881,0.8105573049590771,0.15288038031715992,1.426092499922863,39.0,,,
ASO457-480_MT_20210622,E17,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,8.6285304960868,0.5138912895189893,0.7003309300461682,0.15288038031715992,0.9445042023485177,39.0,,,
ASO457-480_MT_20210622,E18,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,9.090454199011901,0.9758149924440912,0.5084525351300091,0.15288038031715992,0.10617136574763779,39.0,,,
ASO457-480_total_20210622,E13,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,9.690499120297996,2.262272229277386,0.2084434250221806,0.021658506081915736,0.9090752120904574,39.0,,,
ASO457-480_total_20210622,E14,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,9.795968917811198,2.3677420267905878,0.19374862449332217,0.021658506081915736,1.010497941744683,39.0,,,
ASO457-480_total_20210622,E15,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,9.509015802073797,2.0807889110531868,0.23638511351283176,0.021658506081915736,0.7162231681103781,39.0,,,
ASO457-480_total_20210622,E16,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,8.422343254609498,0.994116363588887,0.5020432766348715,0.058288132388099885,1.117335307613819,39.0,,,
ASO457-480_total_20210622,E17,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,8.427764273618703,0.999537382598092,0.5001603566826743,0.058288132388099885,1.104339494509912,39.0,,,
ASO457-480_total_20210622,E18,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,8.749588912080501,1.3213620210598904,0.4001569797862602,0.058288132388099885,0.4141215198217881,39.0,,,
ASO457-480_WT_20210622,E19,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.200759874988798,0.8148000820928161,0.5684872578798195,0.04251181429816337,0.2049449196013257,39.0,,,
ASO457-480_WT_20210622,E20,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.409405243870502,1.0234454509745206,0.491940094622752,0.04251181429816337,1.2423046592438396,39.0,,,
ASO457-480_WT_20210622,E21,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.391266223154304,1.0053064302583223,0.49816430944417883,0.04251181429816337,1.1246256768274647,39.0,,,
ASO457-480_WT_20210622,E22,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.072944735212701,0.6869849423167196,0.6211506239259099,0.02877202563218585,1.2006321676684342,39.0,,,
ASO457-480_WT_20210622,E23,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.210886327439695,0.8249265345437138,0.564510947908721,0.02877202563218585,0.12976626259866111,39.0,,,
ASO457-480_WT_20210622,E24,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.119008309386,0.7330485164900189,0.6016312803601517,0.02877202563218585,0.8315869862028822,39.0,,,
ASO457-480_MT_20210622,E19,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.043585389002004,0.9289461824341938,0.5252418649966919,0.045944292694693786,1.7905563698777516,39.0,,,
ASO457-480_MT_20210622,E20,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.311751557562097,1.1971123509942867,0.4361473862471227,0.045944292694693786,0.2856899835983617,39.0,,,
ASO457-480_MT_20210622,E21,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.231112503646,1.1164732970781888,0.4612199116085001,0.045944292694693786,0.2985969451160507,39.0,,,
ASO457-480_MT_20210622,E22,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.393560330360703,1.2789211237928928,0.4121035727254062,0.022276081554588864,0.8460039429902041,39.0,,,
ASO457-480_MT_20210622,E23,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.272435119035396,1.157795912467586,0.4481967484214488,0.022276081554588864,0.004893186453638764,39.0,,,
ASO457-480_MT_20210622,E24,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.4096580433709,1.2950188368030895,0.4075308451679818,0.022276081554588864,0.9525662019515991,39.0,,,
ASO457-480_total_20210622,E19,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,8.7382316414026,1.3100047503819887,0.4033195515929903,0.026847998926344048,0.9150878695352765,39.0,,,
ASO457-480_total_20210622,E20,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,8.672926178068899,1.244699287048288,0.4219958490105077,0.026847998926344048,1.217884758151641,39.0,,,
ASO457-480_total_20210622,E21,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,8.866303307343202,1.4380764163225912,0.3690590526721924,0.026847998926344048,0.35962592524584314,39.0,,,
ASO457-480_total_20210622,E22,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.326772499030398,1.898545608009787,0.26821361760478746,0.030185830289835656,1.2753707385432544,39.0,,,
ASO457-480_total_20210622,E23,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.036555534515301,1.6083286434946906,0.32797809228189867,0.030185830289835656,0.3064154591607772,39.0,,,
ASO457-480_total_20210622,E24,ASO467_3,KQ2047_L21_7-08-6_3uM_P39,9.2106272880287,1.7824003970080895,0.2906993202285608,0.030185830289835656,0.910812355228728,39.0,,,
