,Experiment Name,SampleName,ASO Microsynth ID,Exp_zscore,Exp,Test plate #,Avg Exp,Avg Exp_zscore,Avg Exp_zscore range,Exp t_stat,Exp p_value,Exp dof,Tier
550,ASO169-192_MT_20210616,ASO179_10,KQ470_10,1.5320009793155869,5.947010277599442,15.0,4.0792448379278605,0.5281687746026148,1.0563375492052296,1.4187387640180154,0.2777656890242604,2.269138306579782,
551,ASO169-192_total_20210616,ASO179_10,KQ470_10,0.6234753238298515,1.392325214689791,15.0,3.525893135619391,0.18221995109154895,0.3644399021830981,0.407423293600141,0.7074967146496427,3.479014031390979,
552,ASO169-192_WT_20210616,ASO179_10,KQ470_10,0.8088354094260939,1.4888258958751242,15.0,2.3069425833249957,0.2479735005549295,0.4959470011098581,0.5645090788132431,0.6037190316341661,3.8432884481039586,
553,ASO169-192_total_20210616,ASO179_3,KQ470_3,0.249755756910495,1.0784514739210955,15.0,0.9646743555743457,-0.530284448505263,1.0605688970105285,-1.42730744393729,0.23356120793555027,3.629294768968732,
31,ASO1-24_total_20210611,ASO17_10,KQ384_10,1.4695228223858117,2.0193247080390555,2.0,1.7546218381023262,0.11338768662987225,0.2267753732597411,0.2503587645331252,0.8168447344923601,3.3618068218820842,
554,ASO169-192_MT_20210616,ASO180_10,KQ295_10,0.0485876392415013,1.8316176126862629,15.0,1.9970370451345196,0.16866070577101042,0.33732141154202083,0.3759901603066854,0.7403872313491453,2.180579400233999,
555,ASO169-192_total_20210616,ASO180_10,KQ295_10,0.6369255201502351,2.2560474834951494,15.0,3.2842855378459643,0.5440755120270969,1.0881510240541945,1.4844809330363078,0.22309658688283257,3.4347674926349536,
556,ASO169-192_WT_20210616,ASO180_10,KQ295_10,1.7530336026120077,2.902575949580348,15.0,2.220978932148086,0.5302629189046391,1.0605258378092768,1.4272199843978042,0.2690516496776658,2.4171800551647613,
557,ASO169-192_WT_20210616,ASO181_10,KQ994_10,0.1519007166064806,1.4141832977114428,16.0,1.3442470313745283,-0.33329527521745833,0.6665905504349167,-0.7843611982056897,0.4855851149034987,3.2783798081714695,
558,ASO169-192_total_20210616,ASO181_3,KQ994_3,0.994483592750713,0.7438495096831642,16.0,0.8003383801907523,-0.10579077182129171,0.21158154364258341,-0.2333482011078883,0.8271941179113482,3.9108700237709755,
